iter	MultiClass
426	0.02414221732
427	0.02407403731
428	0.02401926339
429	0.02394657088
430	0.02390205192
431	0.02383015626
432	0.02375663185
433	0.02370779498
434	0.0236448121
435	0.02356225676
436	0.02348313909
437	0.02339524222
438	0.02332423168
439	0.0232750212
440	0.02322164929
441	0.02315131467
442	0.02306141208
443	0.02299738179
444	0.02292678051
445	0.02287320804
446	0.02282229573
447	0.02273291278
448	0.0226599586
449	0.02259365665
450	0.02253072866
451	0.02246321871
452	0.02239660418
453	0.02233968057
454	0.02229791568
455	0.02221433906
456	0.02214092472
457	0.02206799359
458	0.02200671153
459	0.02196258524
460	0.02192342236
461	0.02184256035
462	0.02176228904
463	0.02171188848
464	0.0216637301
465	0.02158473234
466	0.02150630528
467	0.02146568986
468	0.02139788844
469	0.02134136356
470	0.02129101178
471	0.02125119389
472	0.02121343198
473	0.02116141697
474	0.02110271793
475	0.02105066099
476	0.02101484866
477	0.02095932273
478	0.02088525576
479	0.02083234677
480	0.02078158903
481	0.02072067777
482	0.02067233322
483	0.02062278225
484	0.02057503913
485	0.02051699624
486	0.0204459277
487	0.02039175294
488	0.02034314627
489	0.02029631059
490	0.02024878485
491	0.02018736568
492	0.02014013492
493	0.0200941141
494	0.02005402731
495	0.02001573276
496	0.01996838417
497	0.01992116329
498	0.01988395068
499	0.01983409341
500	0.0197894083
501	0.01974823644
502	0.01968971187
503	0.01964288523
504	0.01958541298
505	0.01955032657
506	0.0195022099
507	0.01947549307
508	0.01942545099
509	0.01939046614
510	0.01934474052
511	0.01929677242
512	0.01926083117
513	0.01921447711
514	0.01917269815
515	0.01913907533
516	0.01910983541
517	0.01906336173
518	0.01902150736
519	0.01898329398
520	0.01893637708
521	0.01890424341
522	0.01887431009
523	0.01883287477
524	0.01879899297
525	0.01876619358
526	0.01873159586
527	0.01867277458
528	0.0186349875
529	0.01859262854
530	0.01855081316
531	0.01850054404
532	0.01846461776
533	0.01840834948
534	0.0183579003
535	0.01832609009
536	0.01827913441
537	0.01823562565
538	0.01819118887
539	0.01815199256
540	0.01811112075
541	0.01806734764
542	0.01802562661
543	0.01799461048
544	0.01794458875
545	0.01791837429
546	0.01787645884
547	0.01782207506
548	0.01778684924
549	0.0177450098
550	0.01771300704
551	0.01767811949
552	0.01764579218
553	0.01759867878
554	0.0175589577
555	0.01753503985
556	0.01750434025
557	0.01746176296
558	0.01742946814
559	0.01739223815
560	0.01736371542
561	0.01731558581
562	0.01727884219
563	0.01723402621
564	0.01718335753
565	0.01714304228
566	0.01710392082
567	0.01706139944
568	0.01702757843
569	0.01699295989
570	0.0169449445
571	0.01692051738
572	0.01688251246
573	0.01684357369
574	0.01681245759
575	0.01677399662
576	0.01673899982
577	0.01670683303
578	0.01667390274
579	0.01664918386
580	0.01662454158
581	0.0165894905
582	0.01655527226
583	0.01651367063
584	0.01647992519
585	0.01645577904
586	0.01643398221
587	0.01638778012
588	0.01635776451
589	0.0163343708
590	0.01629927077
591	0.01626221171
592	0.01622689398
593	0.01620163237
594	0.01618121828
595	0.01613638105
596	0.01609179263
597	0.01605938054
598	0.01602962711
599	0.01599914941
600	0.01597007918
601	0.01592640451
602	0.01590175099
603	0.0158657099
604	0.0158353809
605	0.01579773956
606	0.01575498758
607	0.01572856159
608	0.01569301221
609	0.01566092766
610	0.01563069056
611	0.01558881278
612	0.01555626393
613	0.01551943944
614	0.01549083866
615	0.01547071895
616	0.01544269167
617	0.01541585088
618	0.01538755962
619	0.01535746753
620	0.01533568587
621	0.01531442789
622	0.01528884781
623	0.01526308301
624	0.01523465669
625	0.01520352857
626	0.015183754
627	0.01514417598
628	0.0151202603
629	0.01508183488
630	0.01506091801
631	0.01503363806
632	0.01500830033
633	0.01498082497
634	0.01495245201
635	0.01492581822
636	0.01489593439
637	0.01485779062
638	0.01482411493
639	0.01479879361
640	0.01476538223
641	0.01473456699
642	0.0147151826
643	0.01468214815
644	0.01464926337
645	0.01462728952
646	0.01459856221
647	0.01457926299
648	0.01455966304
649	0.01454258149
650	0.01451623265
651	0.01449705437
652	0.01446962443
653	0.01444609797
654	0.01442122242
655	0.01439791799
656	0.01437059289
657	0.01435080585
658	0.01431710623
659	0.01429381801
660	0.01427411402
661	0.01425458883
662	0.01422837403
663	0.01420117121
664	0.01417585074
665	0.01414819903
666	0.0141243485
667	0.01410639675
668	0.0140759766
669	0.01405239959
670	0.0140354113
671	0.01401553861
672	0.01399891416
673	0.01397556961
674	0.0139479175
675	0.01392175668
676	0.01389662628
677	0.01387576127
678	0.01385817703
679	0.01382730626
680	0.01380070635
681	0.01378259216
682	0.0137645054
683	0.0137437161
684	0.01372549499
685	0.01370022169
686	0.0136677917
687	0.01364749067
688	0.01362759891
689	0.01360377728
690	0.01358330783
691	0.01355844682
692	0.01353309406
693	0.01351187061
694	0.01349402636
695	0.01347245098
696	0.01345620913
697	0.01342789929
698	0.01341206587
699	0.0133959584
700	0.01337059963
701	0.01335231904
702	0.01332812081
703	0.01330896796
704	0.01328734681
705	0.01326597353
706	0.01323829077
707	0.01321735394
708	0.01319524774
709	0.0131716361
710	0.01315150885
711	0.01313759623
712	0.01311110644
713	0.01308789988
714	0.01306642294
715	0.01304074748
716	0.01302302822
717	0.01300102526
718	0.01297856754
719	0.01295082101
720	0.01292854315
721	0.01290775223
722	0.01288900226
723	0.01286809331
724	0.01284661403
725	0.01283110942
726	0.01281430763
727	0.01279161345
728	0.01277394023
729	0.01275509643
730	0.01274194308
731	0.01272362124
732	0.01270555161
733	0.01268992959
734	0.01266202363
735	0.01264423879
736	0.01263087729
737	0.0126088227
738	0.01258389407
739	0.01256135314
740	0.01254828769
741	0.0125296135
742	0.01250736833
743	0.01249592585
744	0.01248140888
745	0.01246329725
746	0.01244229175
747	0.01242329985
748	0.01241074689
749	0.01239122963
750	0.0123758451
751	0.01235522652
752	0.01233621817
753	0.01231882067
754	0.01229547921
755	0.0122800225
756	0.01225922476
757	0.01224103585
758	0.0122271613
759	0.01221198423
760	0.01219631379
761	0.01218351035
762	0.01217073576
763	0.01215698791
764	0.01213132676
765	0.01211232244
766	0.01209993847
767	0.01208557132
768	0.01206021139
769	0.01204637397
770	0.01203095535
771	0.01201693515
772	0.01199185877
773	0.0119726783
774	0.01195060547
775	0.01193515338
776	0.01191321577
777	0.01189905993
778	0.01188704044
779	0.0118695886
780	0.01185763657
781	0.01184267563
782	0.01183105563
783	0.01180674425
784	0.01179000145
785	0.01177115151
786	0.01175708233
787	0.01174225145
788	0.01172709949
789	0.01170802682
790	0.01169527575
791	0.01167637778
792	0.01166283163
793	0.01164437559
794	0.0116208069
795	0.01160572792
796	0.01159287864
797	0.01157423522
798	0.01155903907
799	0.01154031754
800	0.01152424127
801	0.01150503669
802	0.0114823332
803	0.01146534764
804	0.01144248271
805	0.01141971004
806	0.01140513993
807	0.01139044769
808	0.01137043234
809	0.01135048837
810	0.01132807383
811	0.01131500579
812	0.01130115019
813	0.01128948878
814	0.01127127474
815	0.01125836541
816	0.01124164176
817	0.01122938061
818	0.01120773503
819	0.01119554532
820	0.01118197792
821	0.01116417949
822	0.01114723191
823	0.01112816231
824	0.01111267368
825	0.0110977859
826	0.01108583298
827	0.0110729986
828	0.01105555118
829	0.01104170455
830	0.01102749577
831	0.0110063188
832	0.01098522417
833	0.01096908179
834	0.01095268989
835	0.01093884513
836	0.01092928033
837	0.01091491274
838	0.01089710821
839	0.01088012218
840	0.01086298811
841	0.01084475856
842	0.01083058582
843	0.01081789877
844	0.01080223228
845	0.01079090144
846	0.01078101432
847	0.0107711485
848	0.01075804445
849	0.01074273333
850	0.01072999354
851	0.01071690943
852	0.01070127261
853	0.01068645672
854	0.01066656186
855	0.0106542916
856	0.01063884356
857	0.01062399531
858	0.01060919291
859	0.01059817968
860	0.01058634885
861	0.0105690223
862	0.0105530848
863	0.01053852156
864	0.01052761198
865	0.01051547763
866	0.01050352158
867	0.01048646186
868	0.01047132474
869	0.01046019743
870	0.0104449464
871	0.01043455088
872	0.01041687707
873	0.01040620331
874	0.0103918612
875	0.01037715303
876	0.01036631528
877	0.0103493478
878	0.0103364225
879	0.01032194025
880	0.01030464428
881	0.01028612524
882	0.01027810663
883	0.01026914198
884	0.01025872518
885	0.01024852939
886	0.01023722965
887	0.01022714533
888	0.01021395859
889	0.01020426761
890	0.01019482182
891	0.01018601398
892	0.01016791772
893	0.01015506111
894	0.01014164191
895	0.01012571539
896	0.01011516374
897	0.01010412729
898	0.01009106487
899	0.01007920715
900	0.01006752787
901	0.01005719065
902	0.01004491347
903	0.01003259891
904	0.01002114268
905	0.01000814654
906	0.009995691976
907	0.00998561769
908	0.009972353345
909	0.009960344856
910	0.0099524439
911	0.009942465491
912	0.009931550912
913	0.009916264643
914	0.009908598133
915	0.009895241068
916	0.009883514011
917	0.009866469403
918	0.009853867002
919	0.009842792579
920	0.009832977195
921	0.00981798861
922	0.009806570448
923	0.009796448475
924	0.009782662267
925	0.009773231863
926	0.009760511753
927	0.009747705452
928	0.009740028573
929	0.009724990843
930	0.00971240992
931	0.009700024989
932	0.009686425301
933	0.009674328063
934	0.00966230236
935	0.009649733956
936	0.009642369031
937	0.009629005518
938	0.009620395126
939	0.009609302689
940	0.009601820052
941	0.009594146646
942	0.00958553126
943	0.009573684814
944	0.009563831321
945	0.009547862737
946	0.009539453305
947	0.009530957903
948	0.009515099157
949	0.00950691692
950	0.009498910475
951	0.009483157861
952	0.009475087921
953	0.009463856438
954	0.009452748195
955	0.009441098176
956	0.009429628802
957	0.009421150487
958	0.009409811369
959	0.009397070161
960	0.009385170742
961	0.009373941692
962	0.009363235489
963	0.009354146912
964	0.009344123268
965	0.00933412979
966	0.009320772762
967	0.009310719773
968	0.009300113829
969	0.009284998973
970	0.009273952017
971	0.009261737928
972	0.009248413951
973	0.009239999006
974	0.009232333874
975	0.009224663102
976	0.009211546841
977	0.009199899499
978	0.00918897924
979	0.009177864118
980	0.009165737183
981	0.009152850075
982	0.009141519672
983	0.00913329621
984	0.009122473585
985	0.009113700623
986	0.009103692497
987	0.009092834
988	0.009081386552
989	0.009070155162
990	0.009060246578
991	0.009051277104
992	0.009040902387
993	0.009027607464
994	0.009014369912
995	0.009006837106
996	0.008999095673
997	0.008990703895
998	0.008978847158
999	0.008969014906
